Common Name,Len,Faculty,Len2,Number,Len3,Course Title,Len4,Schedule,Len5,Lecture Hours,Len6,Lab Hours,Len7,Weight,Len8,Description,Len9,Prerequisites,Len10,Corequisites,Len11,Restrictions,Len12,Equates,Len13,Departments,Len14,Offerings,Len15,External Course Codes,Len16,Total
FOOD*4190,9,FOOD,4,4190,4,Advanced Food Analysis,22,F,1,3,1,3,1,0.5,3,In this course the quantitative analysis of foods by chemical and physical methods will be studied with emphasis on modern/advanced technologies. Both major and minor constituents will be discussed. ,199,,0,"1 of CHEM*2400, CHEM*2480, FOOD*3030, FOOD*3050",47,,0,,0,Department of Food Science,26,,0,,0,317
FOOD*4220,9,FOOD,4,4220,4,Topics in Food Science,22,"S,F,W",5,0,1,3,1,0.5,3,"Independent study of a selected topic in Food Science, involving a review and critical evaluation of the current literature. The course comprises independent library research and students are required to present a concise report in a written paper and in a seminar. Students must make arrangements with both faculty supervisor and the course co-ordinator in a prior course selection period. ",391,14.00 credits including 1.50 credits at the 3000 level or higher in Food Science.,81,,0,Instructor consent required.,28,,0,Department of Food Science,26,,0,,0,575
FOOD*4230,9,FOOD,4,4230,4,Research in Food Science,24,"S,F,W",5,0,1,3,1,0.5,3,"This course involves independent laboratory research of a selected topic in Food Science, under the supervision of an individual faculty. The laboratory research is based on the literature review conducted in FOOD*4220. In addition, a review and critical appraisal of experimental principles will guide the design of laboratory experiments. Students are required to present a concise report in a written paper and in a seminar. Students must make arrangements with both faculty supervisor and the course co-ordinator in a prior course selection period. ",553,FOOD*4220,9,FOOD*4220,9,Instructor consent required.,28,,0,Department of Food Science,26,,0,,0,676
FOOD*4260,9,FOOD,4,4260,4,Food Product Development I,26,F,1,3,1,3,1,0.5,3,"This course examines the research and development process related to new food products. Through a series of lectures and presentations students will learn the underlying theory behind food product development including idea generation, prototype development and new product manufacturing, evaluation and product marketing. Students will also gain a real world understanding of the process through their involvement and interaction with invited industry speakers. Students will work in teams with students from other disciplines to plan a food product development project. ",572,"FOOD*2100, FOOD*3700, (FOOD*3030 or FOOD*3050), (FOOD*3140 or FOOD*3160), (FOOD*3230 or FOOD*3240)",98,,0,"MGMT*4020, MGMT*4030",20,,0,Department of Food Science,26,,0,,0,765
FOOD*4270,9,FOOD,4,4270,4,Food Product Development II,27,W,1,3,1,3,1,0.5,3,"This course will compliment the Food Product Development I course by further assisting students in gaining a comprehensive understanding of the principles and process of food product development. Students will use the theory obtained from the Food Product Development I course to put into practice and gain real life experience in the planning, conducting, and communicating results as a team while developing a pre-approved food product. ",439,FOOD*4260,9,,0,"MGMT*4020, MGMT*4030",20,,0,Department of Food Science,26,,0,,0,544
FOOD*4310,9,FOOD,4,4310,4,Food Safety Management Systems,30,W,1,3,1,0,1,0.5,3,"Participants will learn and apply principles of food safety management and the systems involved. The course is organized in four modules: plant hygiene, principles of Hazard Analysis Critical Control Point (HACCP), HACCP based food safety programs in Canada, and ISO Food Safety Management Systems. ",299,"(FOOD*2010 or FOOD*2150), (1 of FOOD*2410, FOOD*3140, FOOD*3160), (1 of FOOD*2420, FOOD*3230, FOOD*3240 )",105,,0,,0,,0,Department of Food Science,26,Also offered through Distance Education format.,47,,0,530
FOOD*4400,9,FOOD,4,4400,4,Dairy Processing,16,W,1,3,1,3,1,0.5,3,"The production, processing, chemistry, microbiology and marketing of fluid milk, frozen dairy products, cheese, fermented dairy foods and butter are studied in this course. ",173,"BIOC*2580, MICR*2420, (FOOD*2150 or FOOD*3090)",46,,0,,0,,0,Department of Food Science,26,,0,,0,284
FOOD*4520,9,FOOD,4,4520,4,Utilization of Cereal Grains for Human Food,43,F,1,3,1,3,1,0.5,3,"The course will cover topics related to the history of agriculture as it relates to cereal grains; basic principles behind grain breeding and its relevance to grain quality and functionality; regulations as they relate to grain quality; fractionation of cereal components and their utilization; relationship between grain structure/ composition and processing of cereal-based foods; principles of analytical tools commonly used to assess grain and product quality; science and technology as it relates to manufacturing and shelf life of common cereal-based foods from wheat, corn, rice and barley; functional and nutritional attributes of cereal grains; recent advances in cereal science and technology and the non-food uses of cereal grain components. ",753,"BIOC*2580, (1 of BIOL*1050, BIOL*1070, BIOL*1080), (1 of AGR*2470, FOOD*2150, FOOD*3090, NUTR*3210)",99,,0,,0,,0,Department of Food Science,26,,0,,0,944
FREN*1010,9,FREN,4,1010,4,Independent French Study,24,"S,F",3,3,1,0,1,0.5,3,"This course, offered in an intensive immersion format, provides students with the opportunity to boost and strengthen skills in French, both written and oral. This course is connected to the Explore Program which is offered in a francophone setting. Please see the School of Languages and Literatures for further information. A pass/fail grade will be assigned upon completion of the course. ",392,,0,,0,"Permission of French Studies, School of Languages and Literatures. Instructor consent required.",95,,0,School of Languages and Literatures,35,,0,,0,571
FREN*1100,9,FREN,4,1100,4,Basic French I,14,"F,W",3,3,1,0,1,0.5,3,"This basic course in French grammar, oral and written skills is for students who have up to and including Ontario Grade 10 French (or equivalent) but not above. This course is not intended for students with native or near-native ability in French, including Francophones and French immersion students. Students with advanced French may be removed from the course. ",364,,0,,0,FREN*1100 cannot be counted toward a specialization in French.,62,,0,School of Languages and Literatures,35,Also offered through Distance Education format.,47,,0,547
FREN*1150,9,FREN,4,1150,4,Basic French II,15,"F,W",3,3,1,0,1,0.5,3,"This course is the continuation of FREN*1100 OR for students who have Ontario Grade 11 French or equivalent but not above. This course is not intended for students with native or near-native fluency in French, including Francophones and French immersion students. Students with advanced French may be removed from the course. ",326,,0,,0,FREN*1150 cannot be counted toward a specialization in French.,62,,0,School of Languages and Literatures,35,,0,,0,463
FREN*1200,9,FREN,4,1200,4,French Language I,17,"F,W",3,3,1,1,1,0.5,3,"A first year, university-level course for students graduating with a high-school background in core French. Students will practise written and oral French. ",156,"1 of FREN*1150, Grade 12U French or permission of the School of Languages and Literatures.",90,,0,"Students with native or near-native ability in French, including Francophones and French immersion students, will not be admitted",129,,0,School of Languages and Literatures,35,,0,,0,452
FREN*1300,9,FREN,4,1300,4,French Language II,18,"F,W",3,3,1,1,1,0.5,3,"This course develops the four language skills in French: reading, writing, listening and speaking through group tasks and activities, grammar exercises and individual writing assignments. ",188,"FREN*1200 or equivalent, such as grade 12 French Immersion.",59,,0,FREN*2030 This is a Priority Access Course. Some restrictions may apply during some time periods.,97,,0,School of Languages and Literatures,35,,0,,0,422
FREN*2020,9,FREN,4,2020,4,France: Literature and Society,30,"F,W",3,4,1,0,1,0.5,3,This course provides an historical introduction to French life and thought as seen through literature and art.,110,FREN*1300 or FREN*2030,22,,0,This is a Priority Access Course. Some restrictions may apply during some time periods.,87,,0,School of Languages and Literatures,35,Also offered through Distance Education format.,47,,0,356
FREN*2060,9,FREN,4,2060,4,Quebec: Literature and Society,30,"F,W",3,4,1,0,1,0.5,3,"This course provides an historical introduction to Quebec life and thought from New France to the present as seen through literature, politics, history and art. ",161,FREN*1300 or FREN*2030,22,,0,This is a Priority Access Course. Some restrictions may apply during some time periods.,87,,0,School of Languages and Literatures,35,,0,,0,360
FREN*2500,9,FREN,4,2500,4,French Translation I,20,W,1,3,1,0,1,0.5,3,This course provides an introduction to the art and techniques of French-English translation.,93,FREN*1300 or FREN*2030,22,,0,,0,,0,School of Languages and Literatures,35,Also offered through Distance Education format.,47,,0,240
FREN*2520,9,FREN,4,2520,4,French Composition I,20,"F,W",3,3,1,0,1,0.5,3,This course provides students with opportunities to develop further their skills in textual analysis and in writing in French.,126,FREN*1300 or FREN*2030,22,,0,This is a Priority Access Course. Some restrictions may apply during some time periods.,87,,0,School of Languages and Literatures,35,,0,,0,315
